review_text,sentiment
Decent monitor. Acceptable quality.,neutral
Awful speaker! Not as described.,negative
Outstanding webcam. Couldn't be happier!,positive
Wonderful charger! Couldn't be happier!,positive
This cable is terrible. Not as described.,negative
Superb mouse. Great value for money.,positive
Awful hard drive! Complete waste of money.,negative
The printer is fine. Nothing special.,neutral
Basic speaker. Could be better.,neutral
Poor quality monitor. Not worth the price.,negative
Waste of money on this hard drive. Poor quality.,negative
Bad headphones. Would not recommend.,negative
Acceptable laptop. Acceptable quality.,neutral
Standard tablet. Average quality.,neutral
Useless webcam. Would not recommend.,negative
Useless smartwatch. Poor quality.,negative
Not bad smartphone. Decent for the price.,neutral
Average earphones. Average quality.,neutral
Basic earphones. Could be better.,neutral
Wonderful camera! Exactly what I wanted.,positive
Not bad headphones. Could be better.,neutral
Great monitor with excellent build quality. Will buy again!,positive
Superb monitor. Couldn't be happier!,positive
"Decent camera. Not bad, not great.",neutral
Excellent laptop! Exactly what I wanted.,positive
Regret buying this hard drive. Very misleading.,negative
Wonderful speaker! Exceeded my expectations.,positive
Best headphones I've ever used. Great value for money.,positive
Brilliant tablet! Highly recommended!,positive
Outstanding cable. Exactly what I wanted.,positive
Useless printer. Regret the purchase.,negative
Basic monitor. Average quality.,neutral
Disappointing speaker. Would not recommend.,negative
Average camera. Serves its purpose.,neutral
This speaker is amazing! Highly recommended!,positive
This mouse is okay. Meets basic requirements.,neutral
Brilliant camera! Exactly what I wanted.,positive
Great speaker with fast processing. Couldn't be happier!,positive
Superb keyboard. Very satisfied with the purchase.,positive
Poor quality monitor. Not as described.,negative
Decent tablet. Decent for the price.,neutral
Regret buying this smartwatch. Poor quality.,negative
This printer is amazing! Worth every penny!,positive
Wonderful memory card! Perfect for my needs.,positive
Disappointing headphones. Complete waste of money.,negative
Brilliant camera! Great value for money.,positive
Standard smartphone. Meets basic requirements.,neutral
Superb smartwatch. Great value for money.,positive
Bad tablet. Stay away from this.,negative
Standard laptop. Average quality.,neutral
Outstanding keyboard. Highly recommended!,positive
Poor quality webcam. Not worth the price.,negative
Fantastic mouse! Will buy again!,positive
I love this keyboard. Very satisfied with the purchase.,positive
I love this keyboard. Worth every penny!,positive
Excellent laptop! Exactly what I wanted.,positive
Disappointing headphones. Complete waste of money.,negative
Usual speaker. Serves its purpose.,neutral
Bad smartphone. Would not recommend.,negative
Usual monitor. Standard features.,neutral
Poor quality speaker. Poor quality.,negative
Disappointing memory card. Regret the purchase.,negative
Awful hard drive! Not as described.,negative
Fantastic tablet! Highly recommended!,positive
Superb powerbank. Perfect for my needs.,positive
Useless charger. Very misleading.,negative
Useless router. Terrible experience.,negative
Great memory card with beautiful design. Highly recommended!,positive
Average webcam. Nothing special.,neutral
Bad camera. Not worth the price.,negative
Great speaker with fast processing. Perfect for my needs.,positive
I love this speaker. Highly recommended!,positive
Useless router. Would not recommend.,negative
Usual cable. Serves its purpose.,neutral
Not bad headphones. Could be better.,neutral
Basic cable. Acceptable quality.,neutral
This powerbank is terrible. Stay away from this.,negative
Bad powerbank. Not worth the price.,negative
Fantastic printer! Better than expected.,positive
Regular tablet. Could be better.,neutral
Wonderful router! Better than expected.,positive
Waste of money on this smartwatch. Not as described.,negative
Acceptable camera. Meets basic requirements.,neutral
Average memory card. Acceptable quality.,neutral
Usual powerbank. Could be better.,neutral
Awful keyboard! Regret the purchase.,negative
Wonderful mouse! Exactly what I wanted.,positive
Excellent microphone! Exceeded my expectations.,positive
Regret buying this powerbank. Stay away from this.,negative
Standard printer. Nothing special.,neutral
Bad printer. Not as described.,negative
This speaker is terrible. Very misleading.,negative
Average router. Acceptable quality.,neutral
I love this mouse. Exceeded my expectations.,positive
Awful smartwatch! Stay away from this.,negative
Superb hard drive. Exceeded my expectations.,positive
Worst camera ever. Not as described.,negative
This tablet is amazing! Couldn't be happier!,positive
This microphone is okay. Serves its purpose.,neutral
Worst microphone ever. Complete waste of money.,negative
This microphone is okay. Standard features.,neutral
Standard earphones. Average quality.,neutral
"Regular microphone. Not bad, not great.",neutral
I love this microphone. Very satisfied with the purchase.,positive
Poor quality mouse. Regret the purchase.,negative
This cable is terrible. Very misleading.,negative
Waste of money on this webcam. Poor quality.,negative
Wonderful powerbank! Couldn't be happier!,positive
Acceptable keyboard. Could be better.,neutral
Regular tablet. Could be better.,neutral
Poor quality hard drive. Not worth the price.,negative
Basic earphones. Average quality.,neutral
Acceptable smartwatch. Meets basic requirements.,neutral
Wonderful headphones! Perfect for my needs.,positive
Horrible headphones. Very disappointed.,negative
Basic webcam. Standard features.,neutral
Poor quality smartwatch. Very disappointed.,negative
Brilliant earphones! Will buy again!,positive
Regular microphone. Serves its purpose.,neutral
This cable is amazing! Better than expected.,positive
Usual memory card. Standard features.,neutral
Regret buying this camera. Very misleading.,negative
Horrible mouse. Terrible experience.,negative
Useless smartphone. Very disappointed.,negative
Useless printer. Regret the purchase.,negative
Waste of money on this keyboard. Complete waste of money.,negative
This tablet is okay. Decent for the price.,neutral
Best mouse I've ever used. Exactly what I wanted.,positive
Poor quality tablet. Complete waste of money.,negative
Superb headphones. Exceeded my expectations.,positive
Great hard drive with amazing performance. Exactly what I wanted.,positive
Great smartwatch with beautiful design. Great value for money.,positive
Useless monitor. Very disappointed.,negative
Basic microphone. Acceptable quality.,neutral
Regret buying this monitor. Would not recommend.,negative
Regret buying this headphones. Complete waste of money.,negative
Disappointing smartphone. Would not recommend.,negative
Superb tablet. Highly recommended!,positive
Awful mouse! Stay away from this.,negative
Awful tablet! Poor quality.,negative
I love this speaker. Couldn't be happier!,positive
Outstanding laptop. Exceeded my expectations.,positive
Wonderful keyboard! Highly recommended!,positive
Disappointing smartwatch. Stay away from this.,negative
Great monitor with amazing performance. Better than expected.,positive
Standard earphones. Nothing special.,neutral
This powerbank is terrible. Stay away from this.,negative
Bad memory card. Not worth the price.,negative
Regular headphones. Decent for the price.,neutral
Outstanding router. Great value for money.,positive
I love this memory card. Better than expected.,positive
"Not bad printer. Not bad, not great.",neutral
Standard headphones. Standard features.,neutral
The camera is fine. Serves its purpose.,neutral
Worst keyboard ever. Stay away from this.,negative
Regular monitor. Acceptable quality.,neutral
Awful powerbank! Not worth the price.,negative
Fantastic earphones! Very satisfied with the purchase.,positive
Basic charger. Decent for the price.,neutral
Bad tablet. Very misleading.,negative
The charger is fine. Could be better.,neutral
Worst printer ever. Not worth the price.,negative
Acceptable keyboard. Meets basic requirements.,neutral
Regular laptop. Nothing special.,neutral
This printer is amazing! Very satisfied with the purchase.,positive
Decent router. Meets basic requirements.,neutral
Waste of money on this router. Not as described.,negative
Regular earphones. Acceptable quality.,neutral
Basic headphones. Decent for the price.,neutral
Disappointing router. Very disappointed.,negative
Worst monitor ever. Stay away from this.,negative
Usual charger. Standard features.,neutral
Excellent tablet! Highly recommended!,positive
This camera is terrible. Would not recommend.,negative
Waste of money on this router. Stay away from this.,negative
The keyboard is fine. Could be better.,neutral
I love this earphones. Exceeded my expectations.,positive
Acceptable router. Serves its purpose.,neutral
Basic cable. Average quality.,neutral
Great laptop with premium feel. Will buy again!,positive
Outstanding laptop. Worth every penny!,positive
Not bad webcam. Acceptable quality.,neutral
Fantastic router! Perfect for my needs.,positive
Poor quality camera. Very disappointed.,negative
Standard hard drive. Serves its purpose.,neutral
This cable is amazing! Will buy again!,positive
Outstanding printer. Will buy again!,positive
Fantastic hard drive! Exactly what I wanted.,positive
Poor quality camera. Stay away from this.,negative
I love this cable. Better than expected.,positive
Brilliant tablet! Highly recommended!,positive
I love this charger. Better than expected.,positive
Excellent powerbank! Will buy again!,positive
Horrible laptop. Very misleading.,negative
Brilliant headphones! Better than expected.,positive
Best cable I've ever used. Very satisfied with the purchase.,positive
Great headphones with crystal clear display. Exactly what I wanted.,positive
Great smartwatch with amazing performance. Very satisfied with the purchase.,positive
Poor quality headphones. Not worth the price.,negative
Horrible keyboard. Not as described.,negative
Superb earphones. Highly recommended!,positive
Best memory card I've ever used. Great value for money.,positive
Horrible monitor. Not as described.,negative
Great mouse with reliable performance. Exceeded my expectations.,positive
Superb webcam. Worth every penny!,positive
Waste of money on this powerbank. Would not recommend.,negative
Waste of money on this keyboard. Complete waste of money.,negative
I love this powerbank. Exceeded my expectations.,positive
Usual memory card. Acceptable quality.,neutral
Outstanding router. Perfect for my needs.,positive
Excellent mouse! Perfect for my needs.,positive
Usual camera. Nothing special.,neutral
Not bad microphone. As expected.,neutral
Horrible router. Terrible experience.,negative
Awful router! Poor quality.,negative
Regret buying this earphones. Terrible experience.,negative
I love this headphones. Perfect for my needs.,positive
This tablet is okay. Could be better.,neutral
Bad monitor. Very misleading.,negative
Regular tablet. Meets basic requirements.,neutral
Superb laptop. Worth every penny!,positive
Disappointing charger. Very misleading.,negative
Poor quality webcam. Complete waste of money.,negative
Decent charger. Nothing special.,neutral
Useless charger. Would not recommend.,negative
Great memory card with beautiful design. Great value for money.,positive
Fantastic laptop! Worth every penny!,positive
Great keyboard with beautiful design. Very satisfied with the purchase.,positive
I love this earphones. Perfect for my needs.,positive
This microphone is amazing! Worth every penny!,positive
Regular camera. Meets basic requirements.,neutral
This smartwatch is terrible. Not as described.,negative
Bad monitor. Regret the purchase.,negative
This mouse is amazing! Will buy again!,positive
Usual monitor. Meets basic requirements.,neutral
Brilliant camera! Worth every penny!,positive
Brilliant tablet! Exceeded my expectations.,positive
This powerbank is terrible. Stay away from this.,negative
"Basic camera. Not bad, not great.",neutral
Basic smartwatch. Decent for the price.,neutral
Basic smartwatch. Serves its purpose.,neutral
Disappointing speaker. Stay away from this.,negative
This charger is amazing! Highly recommended!,positive
Outstanding speaker. Couldn't be happier!,positive
The router is fine. Meets basic requirements.,neutral
Useless charger. Not worth the price.,negative
This camera is amazing! Exceeded my expectations.,positive
Best keyboard I've ever used. Better than expected.,positive
Acceptable printer. Acceptable quality.,neutral
Outstanding keyboard. Worth every penny!,positive
Useless charger. Terrible experience.,negative
Average keyboard. Decent for the price.,neutral
Useless microphone. Not as described.,negative
This charger is terrible. Not worth the price.,negative
Excellent speaker! Perfect for my needs.,positive
Poor quality monitor. Terrible experience.,negative
Outstanding tablet. Will buy again!,positive
This smartwatch is amazing! Will buy again!,positive
Regular earphones. As expected.,neutral
Acceptable router. Serves its purpose.,neutral
Regret buying this tablet. Not worth the price.,negative
The webcam is fine. Decent for the price.,neutral
Regular camera. Average quality.,neutral
This earphones is amazing! Highly recommended!,positive
Disappointing headphones. Terrible experience.,negative
This camera is okay. Acceptable quality.,neutral
Decent smartphone. Decent for the price.,neutral
Best keyboard I've ever used. Highly recommended!,positive
Usual charger. Meets basic requirements.,neutral
Basic printer. Meets basic requirements.,neutral
Poor quality laptop. Stay away from this.,negative
Horrible router. Not worth the price.,negative
Awful printer! Not as described.,negative
This mouse is amazing! Perfect for my needs.,positive
Outstanding printer. Worth every penny!,positive
Acceptable printer. Could be better.,neutral
Decent smartwatch. Decent for the price.,neutral
Excellent smartwatch! Exceeded my expectations.,positive
Waste of money on this laptop. Stay away from this.,negative
Standard cable. Average quality.,neutral
Outstanding webcam. Perfect for my needs.,positive
Brilliant monitor! Exceeded my expectations.,positive
Not bad webcam. Could be better.,neutral
Wonderful speaker! Couldn't be happier!,positive
Awful powerbank! Would not recommend.,negative
This camera is terrible. Stay away from this.,negative
This earphones is terrible. Very disappointed.,negative
Awful speaker! Complete waste of money.,negative
Regret buying this headphones. Stay away from this.,negative
Average laptop. Decent for the price.,neutral
Regular camera. Could be better.,neutral
Not bad webcam. As expected.,neutral
I love this keyboard. Very satisfied with the purchase.,positive
"Standard microphone. Not bad, not great.",neutral
Average charger. Could be better.,neutral
Horrible smartphone. Would not recommend.,negative
Wonderful tablet! Better than expected.,positive
Excellent cable! Will buy again!,positive
Decent hard drive. Average quality.,neutral
Acceptable headphones. Acceptable quality.,neutral
Average charger. Acceptable quality.,neutral
Bad hard drive. Very misleading.,negative
Outstanding smartwatch. Will buy again!,positive
Horrible smartwatch. Would not recommend.,negative
I love this headphones. Perfect for my needs.,positive
Disappointing router. Not worth the price.,negative
Horrible router. Very disappointed.,negative
Useless memory card. Terrible experience.,negative
Disappointing webcam. Would not recommend.,negative
Decent laptop. Average quality.,neutral
Fantastic earphones! Better than expected.,positive
"Acceptable smartphone. Not bad, not great.",neutral
I love this speaker. Exactly what I wanted.,positive
I love this memory card. Better than expected.,positive
The cable is fine. As expected.,neutral
Superb memory card. Couldn't be happier!,positive
Best headphones I've ever used. Great value for money.,positive
I love this monitor. Great value for money.,positive
This mouse is amazing! Will buy again!,positive
Acceptable memory card. Could be better.,neutral
Regret buying this memory card. Stay away from this.,negative
Regular microphone. Standard features.,neutral
Bad speaker. Terrible experience.,negative
Basic speaker. As expected.,neutral
I love this mouse. Very satisfied with the purchase.,positive
Not bad charger. Meets basic requirements.,neutral
Poor quality webcam. Not as described.,negative
Brilliant smartwatch! Will buy again!,positive
Excellent speaker! Great value for money.,positive
Decent charger. Acceptable quality.,neutral
Basic printer. Acceptable quality.,neutral
Bad smartwatch. Not as described.,negative
Disappointing camera. Stay away from this.,negative
Outstanding monitor. Exceeded my expectations.,positive
Fantastic laptop! Couldn't be happier!,positive
Fantastic router! Couldn't be happier!,positive
This laptop is terrible. Not as described.,negative
Usual printer. Nothing special.,neutral
Standard powerbank. Acceptable quality.,neutral
Acceptable router. As expected.,neutral
Not bad charger. Serves its purpose.,neutral
Disappointing printer. Stay away from this.,negative
Regular smartphone. As expected.,neutral
Wonderful memory card! Better than expected.,positive
Standard earphones. Could be better.,neutral
Worst printer ever. Would not recommend.,negative
Disappointing hard drive. Very misleading.,negative
Decent tablet. Nothing special.,neutral
I love this memory card. Better than expected.,positive
Outstanding webcam. Will buy again!,positive
Wonderful printer! Will buy again!,positive
Worst tablet ever. Stay away from this.,negative
Average camera. As expected.,neutral
"Usual speaker. Not bad, not great.",neutral
Waste of money on this keyboard. Very misleading.,negative
Basic cable. Average quality.,neutral
Usual hard drive. Nothing special.,neutral
Brilliant microphone! Worth every penny!,positive
Waste of money on this earphones. Would not recommend.,negative
Fantastic earphones! Exactly what I wanted.,positive
Outstanding monitor. Highly recommended!,positive
Worst earphones ever. Very disappointed.,negative
Awful smartwatch! Complete waste of money.,negative
Basic microphone. Meets basic requirements.,neutral
Wonderful microphone! Very satisfied with the purchase.,positive
Brilliant smartwatch! Very satisfied with the purchase.,positive
Bad earphones. Very disappointed.,negative
This camera is amazing! Will buy again!,positive
Standard webcam. Average quality.,neutral
Outstanding smartphone. Very satisfied with the purchase.,positive
Brilliant charger! Worth every penny!,positive
Superb headphones. Great value for money.,positive
Bad smartwatch. Poor quality.,negative
The laptop is fine. Could be better.,neutral
Not bad router. Standard features.,neutral
Poor quality camera. Not worth the price.,negative
Basic tablet. Nothing special.,neutral
Awful router! Not as described.,negative
Not bad smartphone. Meets basic requirements.,neutral
Horrible memory card. Poor quality.,negative
Best keyboard I've ever used. Great value for money.,positive
Great hard drive with premium feel. Couldn't be happier!,positive
Decent router. Average quality.,neutral
Usual monitor. Serves its purpose.,neutral
This charger is terrible. Not as described.,negative
Acceptable charger. Acceptable quality.,neutral
I love this tablet. Worth every penny!,positive
Usual microphone. Nothing special.,neutral
Brilliant webcam! Perfect for my needs.,positive
Excellent earphones! Very satisfied with the purchase.,positive
Best webcam I've ever used. Great value for money.,positive
The camera is fine. Acceptable quality.,neutral
Wonderful monitor! Exceeded my expectations.,positive
Poor quality router. Terrible experience.,negative
Basic speaker. Could be better.,neutral
This memory card is amazing! Perfect for my needs.,positive
Best tablet I've ever used. Very satisfied with the purchase.,positive
Awful monitor! Regret the purchase.,negative
"Decent keyboard. Not bad, not great.",neutral
Acceptable smartwatch. Average quality.,neutral
The earphones is fine. Average quality.,neutral
The router is fine. Could be better.,neutral
Disappointing memory card. Complete waste of money.,negative
Wonderful hard drive! Worth every penny!,positive
Outstanding smartwatch. Worth every penny!,positive
Usual monitor. Decent for the price.,neutral
Fantastic cable! Highly recommended!,positive
I love this mouse. Perfect for my needs.,positive
This hard drive is terrible. Very disappointed.,negative
Fantastic smartwatch! Highly recommended!,positive
This webcam is amazing! Will buy again!,positive
Great smartphone with innovative features. Highly recommended!,positive
Fantastic monitor! Exceeded my expectations.,positive
Fantastic camera! Will buy again!,positive
Bad monitor. Would not recommend.,negative
Regret buying this laptop. Not as described.,negative
Disappointing webcam. Would not recommend.,negative
Best headphones I've ever used. Worth every penny!,positive
Standard headphones. Acceptable quality.,neutral
Superb headphones. Perfect for my needs.,positive
Superb memory card. Perfect for my needs.,positive
Excellent memory card! Better than expected.,positive
Waste of money on this smartwatch. Complete waste of money.,negative
Brilliant mouse! Couldn't be happier!,positive
Useless earphones. Not worth the price.,negative
Decent monitor. Nothing special.,neutral
Worst webcam ever. Complete waste of money.,negative
Fantastic microphone! Better than expected.,positive
This charger is terrible. Complete waste of money.,negative
Usual speaker. Meets basic requirements.,neutral
This webcam is amazing! Better than expected.,positive
Basic laptop. Standard features.,neutral
Outstanding memory card. Worth every penny!,positive
Regular keyboard. Average quality.,neutral
Brilliant webcam! Worth every penny!,positive
Best earphones I've ever used. Worth every penny!,positive
Regular printer. Average quality.,neutral
Superb smartphone. Better than expected.,positive
Decent smartwatch. Acceptable quality.,neutral
Poor quality memory card. Not as described.,negative
Regret buying this earphones. Very misleading.,negative
Regret buying this smartwatch. Stay away from this.,negative
Fantastic webcam! Exceeded my expectations.,positive
Decent printer. Average quality.,neutral
Waste of money on this speaker. Very disappointed.,negative
Superb laptop. Highly recommended!,positive
Disappointing keyboard. Very disappointed.,negative
Regular memory card. Nothing special.,neutral
Regret buying this laptop. Not worth the price.,negative
This laptop is terrible. Poor quality.,negative
Decent microphone. Standard features.,neutral
Standard hard drive. Standard features.,neutral
Superb keyboard. Worth every penny!,positive
Not bad smartwatch. As expected.,neutral
Regular hard drive. Nothing special.,neutral
Useless headphones. Not as described.,negative
Not bad laptop. Nothing special.,neutral
This smartwatch is okay. Nothing special.,neutral
Useless tablet. Regret the purchase.,negative
Worst mouse ever. Not worth the price.,negative
Awful printer! Very misleading.,negative
Average camera. As expected.,neutral
Regret buying this smartwatch. Complete waste of money.,negative
This router is terrible. Very disappointed.,negative
Excellent memory card! Exactly what I wanted.,positive
This hard drive is terrible. Stay away from this.,negative
Not bad webcam. As expected.,neutral
Wonderful printer! Highly recommended!,positive
Outstanding earphones. Worth every penny!,positive
Worst smartwatch ever. Very misleading.,negative
This keyboard is amazing! Will buy again!,positive
Best smartphone I've ever used. Perfect for my needs.,positive
Not bad cable. As expected.,neutral
Decent printer. Standard features.,neutral
This headphones is terrible. Poor quality.,negative
Awful speaker! Terrible experience.,negative
Awful smartphone! Would not recommend.,negative
Fantastic printer! Better than expected.,positive
Useless speaker. Very misleading.,negative
Fantastic tablet! Worth every penny!,positive
Regular keyboard. Decent for the price.,neutral
Waste of money on this headphones. Very disappointed.,negative
Useless earphones. Not worth the price.,negative
Brilliant keyboard! Great value for money.,positive
Not bad tablet. Meets basic requirements.,neutral
Fantastic keyboard! Exactly what I wanted.,positive
Regret buying this charger. Not as described.,negative
Superb smartphone. Highly recommended!,positive
Useless hard drive. Not as described.,negative
Waste of money on this memory card. Regret the purchase.,negative
Bad monitor. Not worth the price.,negative
The printer is fine. Nothing special.,neutral
Regular printer. Decent for the price.,neutral
Brilliant tablet! Great value for money.,positive
Superb laptop. Worth every penny!,positive
Awful microphone! Poor quality.,negative
Brilliant cable! Couldn't be happier!,positive
Horrible mouse. Not worth the price.,negative
Standard router. As expected.,neutral
Basic keyboard. Standard features.,neutral
Outstanding keyboard. Exactly what I wanted.,positive
Useless camera. Not as described.,negative
Basic mouse. Could be better.,neutral
Disappointing speaker. Not worth the price.,negative
This printer is okay. Standard features.,neutral
Useless printer. Not worth the price.,negative
Poor quality memory card. Not as described.,negative
This microphone is amazing! Highly recommended!,positive
Poor quality earphones. Poor quality.,negative
This headphones is okay. As expected.,neutral
I love this printer. Worth every penny!,positive
Acceptable charger. As expected.,neutral
Basic router. Could be better.,neutral
Average laptop. Decent for the price.,neutral
Waste of money on this headphones. Complete waste of money.,negative
Acceptable smartwatch. Could be better.,neutral
Horrible hard drive. Complete waste of money.,negative
Best memory card I've ever used. Exceeded my expectations.,positive
This earphones is okay. Nothing special.,neutral
Bad memory card. Stay away from this.,negative
Regret buying this tablet. Terrible experience.,negative
Bad mouse. Would not recommend.,negative
"Average cable. Not bad, not great.",neutral
Useless smartphone. Would not recommend.,negative
This webcam is amazing! Will buy again!,positive
Fantastic router! Better than expected.,positive
I love this webcam. Worth every penny!,positive
This hard drive is okay. Decent for the price.,neutral
Horrible powerbank. Stay away from this.,negative
Basic smartphone. Standard features.,neutral
Best microphone I've ever used. Couldn't be happier!,positive
Outstanding speaker. Better than expected.,positive
This smartwatch is amazing! Better than expected.,positive
This tablet is amazing! Perfect for my needs.,positive
I love this monitor. Couldn't be happier!,positive
This memory card is amazing! Great value for money.,positive
Awful microphone! Very misleading.,negative
Outstanding webcam. Exactly what I wanted.,positive
Horrible headphones. Terrible experience.,negative
Bad memory card. Stay away from this.,negative
Horrible printer. Very disappointed.,negative
Bad charger. Not as described.,negative
Disappointing router. Complete waste of money.,negative
I love this tablet. Perfect for my needs.,positive
The laptop is fine. Could be better.,neutral
Poor quality keyboard. Would not recommend.,negative
Awful webcam! Not as described.,negative
Great router with innovative features. Exceeded my expectations.,positive
Usual mouse. Acceptable quality.,neutral
Average powerbank. Acceptable quality.,neutral
Superb cable. Great value for money.,positive
Great printer with premium feel. Will buy again!,positive
Worst headphones ever. Very misleading.,negative
I love this smartwatch. Exactly what I wanted.,positive
Fantastic laptop! Highly recommended!,positive
Best smartphone I've ever used. Great value for money.,positive
This laptop is terrible. Poor quality.,negative
Awful headphones! Very disappointed.,negative
Basic charger. Standard features.,neutral
Waste of money on this smartphone. Not as described.,negative
Regret buying this memory card. Very disappointed.,negative
Basic tablet. Serves its purpose.,neutral
This charger is terrible. Poor quality.,negative
Horrible tablet. Very misleading.,negative
Basic smartwatch. Average quality.,neutral
Horrible hard drive. Very disappointed.,negative
Great camera with fast processing. Will buy again!,positive
Bad powerbank. Poor quality.,negative
This smartphone is okay. Could be better.,neutral
Waste of money on this smartwatch. Stay away from this.,negative
Regret buying this mouse. Not as described.,negative
Excellent router! Great value for money.,positive
This laptop is amazing! Perfect for my needs.,positive
Decent hard drive. As expected.,neutral
This printer is amazing! Highly recommended!,positive
Regular headphones. Average quality.,neutral
Outstanding router. Exactly what I wanted.,positive
Regular webcam. Decent for the price.,neutral
Horrible hard drive. Stay away from this.,negative
The cable is fine. Serves its purpose.,neutral
Awful hard drive! Terrible experience.,negative
Horrible headphones. Stay away from this.,negative
Standard memory card. Average quality.,neutral
Decent webcam. Standard features.,neutral
Superb memory card. Great value for money.,positive
Outstanding microphone. Perfect for my needs.,positive
Basic cable. Serves its purpose.,neutral
This laptop is amazing! Couldn't be happier!,positive
Basic monitor. Serves its purpose.,neutral
Outstanding monitor. Very satisfied with the purchase.,positive
Waste of money on this tablet. Very misleading.,negative
Fantastic keyboard! Very satisfied with the purchase.,positive
Great smartphone with reliable performance. Great value for money.,positive
Regret buying this laptop. Not as described.,negative
Wonderful powerbank! Worth every penny!,positive
Superb charger. Highly recommended!,positive
Acceptable smartwatch. Acceptable quality.,neutral
Decent mouse. Average quality.,neutral
This charger is amazing! Highly recommended!,positive
Best monitor I've ever used. Worth every penny!,positive
Usual hard drive. Nothing special.,neutral
This cable is terrible. Stay away from this.,negative
I love this webcam. Exceeded my expectations.,positive
Wonderful laptop! Perfect for my needs.,positive
Usual headphones. Serves its purpose.,neutral
Useless powerbank. Very misleading.,negative
Awful keyboard! Terrible experience.,negative
Wonderful microphone! Better than expected.,positive
Horrible speaker. Very disappointed.,negative
This printer is terrible. Very disappointed.,negative
Not bad keyboard. As expected.,neutral
Horrible speaker. Not worth the price.,negative
Acceptable webcam. Meets basic requirements.,neutral
Awful headphones! Stay away from this.,negative
Best printer I've ever used. Will buy again!,positive
I love this camera. Couldn't be happier!,positive
Best headphones I've ever used. Will buy again!,positive
Bad tablet. Not as described.,negative
Regret buying this router. Very misleading.,negative
Horrible monitor. Very disappointed.,negative
Wonderful monitor! Couldn't be happier!,positive
Brilliant keyboard! Worth every penny!,positive
Wonderful mouse! Highly recommended!,positive
Poor quality laptop. Very misleading.,negative
Superb printer. Very satisfied with the purchase.,positive
Useless hard drive. Would not recommend.,negative
This laptop is terrible. Not as described.,negative
Wonderful headphones! Perfect for my needs.,positive
Waste of money on this microphone. Regret the purchase.,negative
"Basic headphones. Not bad, not great.",neutral
Outstanding monitor. Great value for money.,positive
Regret buying this printer. Complete waste of money.,negative
Regular powerbank. As expected.,neutral
Useless cable. Would not recommend.,negative
This tablet is amazing! Exceeded my expectations.,positive
Awful mouse! Very misleading.,negative
Regular camera. Average quality.,neutral
Basic camera. Serves its purpose.,neutral
"Decent headphones. Not bad, not great.",neutral
Worst earphones ever. Would not recommend.,negative
Usual charger. Could be better.,neutral
Great charger with innovative features. Better than expected.,positive
Decent keyboard. Serves its purpose.,neutral
Decent smartwatch. Serves its purpose.,neutral
Brilliant keyboard! Highly recommended!,positive
Decent smartphone. Standard features.,neutral
Superb mouse. Exceeded my expectations.,positive
Brilliant keyboard! Exceeded my expectations.,positive
Fantastic hard drive! Worth every penny!,positive
I love this smartwatch. Exceeded my expectations.,positive
Basic monitor. As expected.,neutral
Bad laptop. Stay away from this.,negative
Regular keyboard. Could be better.,neutral
Disappointing smartphone. Regret the purchase.,negative
Waste of money on this earphones. Stay away from this.,negative
Average smartphone. Acceptable quality.,neutral
Best camera I've ever used. Will buy again!,positive
Fantastic hard drive! Worth every penny!,positive
Disappointing memory card. Complete waste of money.,negative
Waste of money on this powerbank. Would not recommend.,negative
Superb hard drive. Highly recommended!,positive
Bad powerbank. Not as described.,negative
Disappointing powerbank. Terrible experience.,negative
Disappointing printer. Very misleading.,negative
Decent printer. Serves its purpose.,neutral
Horrible printer. Terrible experience.,negative
Horrible headphones. Would not recommend.,negative
Awful charger! Not worth the price.,negative
Great memory card with amazing performance. Worth every penny!,positive
This powerbank is amazing! Worth every penny!,positive
Poor quality router. Terrible experience.,negative
Great printer with great battery life. Worth every penny!,positive
Useless laptop. Not worth the price.,negative
Fantastic headphones! Exactly what I wanted.,positive
This smartwatch is terrible. Very misleading.,negative
Standard printer. Standard features.,neutral
Basic router. Serves its purpose.,neutral
Fantastic keyboard! Will buy again!,positive
Regret buying this earphones. Very disappointed.,negative
Fantastic smartphone! Couldn't be happier!,positive
This tablet is terrible. Very misleading.,negative
Basic earphones. Decent for the price.,neutral
Poor quality speaker. Regret the purchase.,negative
Poor quality speaker. Regret the purchase.,negative
Excellent laptop! Highly recommended!,positive
Superb router. Exceeded my expectations.,positive
Fantastic speaker! Very satisfied with the purchase.,positive
Regular microphone. As expected.,neutral
Horrible earphones. Very disappointed.,negative
Useless webcam. Complete waste of money.,negative
Basic cable. Could be better.,neutral
Outstanding mouse. Exactly what I wanted.,positive
This tablet is amazing! Worth every penny!,positive
I love this monitor. Highly recommended!,positive
Waste of money on this camera. Stay away from this.,negative
Regular microphone. Average quality.,neutral
Superb charger. Perfect for my needs.,positive
Best camera I've ever used. Exceeded my expectations.,positive
Decent laptop. Could be better.,neutral
Wonderful monitor! Very satisfied with the purchase.,positive
Average charger. Decent for the price.,neutral
Best mouse I've ever used. Highly recommended!,positive
Outstanding microphone. Very satisfied with the purchase.,positive
The router is fine. Serves its purpose.,neutral
Useless cable. Would not recommend.,negative
Disappointing keyboard. Stay away from this.,negative
Waste of money on this webcam. Poor quality.,negative
Fantastic charger! Couldn't be happier!,positive
Brilliant powerbank! Very satisfied with the purchase.,positive
Fantastic tablet! Exceeded my expectations.,positive
